,id,geo_area,percent_uninsured,number_uninsured,geo_county,geo_state
562,0500000US39141,"Ross County, Ohio",5.6,4015,Ross County, Ohio
563,0500000US39145,"Scioto County, Ohio",6.3,4607,Scioto County, Ohio
564,0500000US39151,"Stark County, Ohio",6.2,22554,Stark County, Ohio
565,0500000US39153,"Summit County, Ohio",6.5,34509,Summit County, Ohio
566,0500000US39155,"Trumbull County, Ohio",8.6,16769,Trumbull County, Ohio
567,0500000US39157,"Tuscarawas County, Ohio",11.1,10057,Tuscarawas County, Ohio
568,0500000US39165,"Warren County, Ohio",3.3,7496,Warren County, Ohio
569,0500000US39169,"Wayne County, Ohio",15.7,17987,Wayne County, Ohio
570,0500000US39173,"Wood County, Ohio",4.1,5309,Wood County, Ohio
571,0500000US40017,"Canadian County, Oklahoma",10.4,15213,Canadian County, Oklahoma
572,0500000US40027,"Cleveland County, Oklahoma",8.0,22330,Cleveland County, Oklahoma
573,0500000US40031,"Comanche County, Oklahoma",13.5,14439,Comanche County, Oklahoma
574,0500000US40037,"Creek County, Oklahoma",10.8,7657,Creek County, Oklahoma
575,0500000US40101,"Muskogee County, Oklahoma",14.6,9503,Muskogee County, Oklahoma
576,0500000US40109,"Oklahoma County, Oklahoma",14.1,110831,Oklahoma County, Oklahoma
577,0500000US40119,"Payne County, Oklahoma",12.5,10034,Payne County, Oklahoma
578,0500000US40125,"Pottawatomie County, Oklahoma",14.8,10485,Pottawatomie County, Oklahoma
579,0500000US40131,"Rogers County, Oklahoma",11.5,10484,Rogers County, Oklahoma
580,0500000US40143,"Tulsa County, Oklahoma",14.4,93075,Tulsa County, Oklahoma
581,0500000US40145,"Wagoner County, Oklahoma",12.0,9704,Wagoner County, Oklahoma
582,0500000US41003,"Benton County, Oregon",4.7,4363,Benton County, Oregon
583,0500000US41005,"Clackamas County, Oregon",7.4,30986,Clackamas County, Oregon
584,0500000US41017,"Deschutes County, Oregon",7.0,13713,Deschutes County, Oregon
585,0500000US41019,"Douglas County, Oregon",6.7,7339,Douglas County, Oregon
586,0500000US41029,"Jackson County, Oregon",7.9,17316,Jackson County, Oregon
587,0500000US41033,"Josephine County, Oregon",12.5,10842,Josephine County, Oregon
588,0500000US41035,"Klamath County, Oregon",7.0,4715,Klamath County, Oregon
589,0500000US41039,"Lane County, Oregon",7.1,26888,Lane County, Oregon
590,0500000US41043,"Linn County, Oregon",7.3,9355,Linn County, Oregon
591,0500000US41047,"Marion County, Oregon",8.4,28593,Marion County, Oregon
592,0500000US41051,"Multnomah County, Oregon",7.2,58423,Multnomah County, Oregon
593,0500000US41053,"Polk County, Oregon",5.3,4518,Polk County, Oregon
594,0500000US41059,"Umatilla County, Oregon",7.4,5421,Umatilla County, Oregon
595,0500000US41067,"Washington County, Oregon",5.7,33821,Washington County, Oregon
596,0500000US41071,"Yamhill County, Oregon",9.6,10025,Yamhill County, Oregon
597,0500000US42001,"Adams County, Pennsylvania",6.3,6420,Adams County, Pennsylvania
598,0500000US42003,"Allegheny County, Pennsylvania",3.7,45051,Allegheny County, Pennsylvania
599,0500000US42005,"Armstrong County, Pennsylvania",4.5,2855,Armstrong County, Pennsylvania
600,0500000US42007,"Beaver County, Pennsylvania",4.3,6992,Beaver County, Pennsylvania
601,0500000US42011,"Berks County, Pennsylvania",5.4,22617,Berks County, Pennsylvania
602,0500000US42013,"Blair County, Pennsylvania",5.7,6803,Blair County, Pennsylvania
603,0500000US42017,"Bucks County, Pennsylvania",3.8,23506,Bucks County, Pennsylvania
604,0500000US42019,"Butler County, Pennsylvania",2.9,5358,Butler County, Pennsylvania
605,0500000US42021,"Cambria County, Pennsylvania",3.7,4701,Cambria County, Pennsylvania
606,0500000US42025,"Carbon County, Pennsylvania",4.5,2841,Carbon County, Pennsylvania
607,0500000US42027,"Centre County, Pennsylvania",8.2,12834,Centre County, Pennsylvania
608,0500000US42029,"Chester County, Pennsylvania",4.8,25206,Chester County, Pennsylvania
609,0500000US42033,"Clearfield County, Pennsylvania",5.7,4178,Clearfield County, Pennsylvania
610,0500000US42037,"Columbia County, Pennsylvania",4.8,3050,Columbia County, Pennsylvania
611,0500000US42039,"Crawford County, Pennsylvania",8.3,6900,Crawford County, Pennsylvania
612,0500000US42041,"Cumberland County, Pennsylvania",6.3,15433,Cumberland County, Pennsylvania
613,0500000US42043,"Dauphin County, Pennsylvania",6.7,18457,Dauphin County, Pennsylvania
614,0500000US42045,"Delaware County, Pennsylvania",4.8,27012,Delaware County, Pennsylvania
615,0500000US42049,"Erie County, Pennsylvania",4.8,12632,Erie County, Pennsylvania
616,0500000US42051,"Fayette County, Pennsylvania",4.8,6020,Fayette County, Pennsylvania
617,0500000US42055,"Franklin County, Pennsylvania",8.7,13397,Franklin County, Pennsylvania
618,0500000US42063,"Indiana County, Pennsylvania",8.2,6813,Indiana County, Pennsylvania
619,0500000US42069,"Lackawanna County, Pennsylvania",5.7,11725,Lackawanna County, Pennsylvania
620,0500000US42071,"Lancaster County, Pennsylvania",11.3,60987,Lancaster County, Pennsylvania
621,0500000US42073,"Lawrence County, Pennsylvania",5.5,4662,Lawrence County, Pennsylvania
622,0500000US42075,"Lebanon County, Pennsylvania",7.5,10542,Lebanon County, Pennsylvania
623,0500000US42077,"Lehigh County, Pennsylvania",6.7,24307,Lehigh County, Pennsylvania
624,0500000US42079,"Luzerne County, Pennsylvania",5.9,18164,Luzerne County, Pennsylvania
625,0500000US42081,"Lycoming County, Pennsylvania",6.2,6866,Lycoming County, Pennsylvania
626,0500000US42085,"Mercer County, Pennsylvania",5.7,5946,Mercer County, Pennsylvania
627,0500000US42089,"Monroe County, Pennsylvania",7.4,12547,Monroe County, Pennsylvania
628,0500000US42091,"Montgomery County, Pennsylvania",3.8,30765,Montgomery County, Pennsylvania
629,0500000US42095,"Northampton County, Pennsylvania",3.3,10073,Northampton County, Pennsylvania
630,0500000US42097,"Northumberland County, Pennsylvania",3.3,2866,Northumberland County, Pennsylvania
631,0500000US42101,"Philadelphia County, Pennsylvania",8.1,127461,Philadelphia County, Pennsylvania
632,0500000US42107,"Schuylkill County, Pennsylvania",4.0,5371,Schuylkill County, Pennsylvania
633,0500000US42111,"Somerset County, Pennsylvania",5.0,3440,Somerset County, Pennsylvania
634,0500000US42125,"Washington County, Pennsylvania",5.0,10334,Washington County, Pennsylvania
635,0500000US42129,"Westmoreland County, Pennsylvania",4.1,14193,Westmoreland County, Pennsylvania
636,0500000US42133,"York County, Pennsylvania",4.4,19375,York County, Pennsylvania
637,0500000US44003,"Kent County, Rhode Island",2.7,4470,Kent County, Rhode Island
638,0500000US44005,"Newport County, Rhode Island",5.2,4089,Newport County, Rhode Island
639,0500000US44007,"Providence County, Rhode Island",4.7,29810,Providence County, Rhode Island
640,0500000US44009,"Washington County, Rhode Island",2.8,3507,Washington County, Rhode Island
641,0500000US45003,"Aiken County, South Carolina",10.3,17412,Aiken County, South Carolina
642,0500000US45007,"Anderson County, South Carolina",11.6,23290,Anderson County, South Carolina
643,0500000US45013,"Beaufort County, South Carolina",10.0,18679,Beaufort County, South Carolina
644,0500000US45015,"Berkeley County, South Carolina",10.9,24179,Berkeley County, South Carolina
645,0500000US45019,"Charleston County, South Carolina",11.4,45986,Charleston County, South Carolina
646,0500000US45031,"Darlington County, South Carolina",10.3,6760,Darlington County, South Carolina
647,0500000US45035,"Dorchester County, South Carolina",12.1,19400,Dorchester County, South Carolina
648,0500000US45041,"Florence County, South Carolina",11.5,15639,Florence County, South Carolina
649,0500000US45045,"Greenville County, South Carolina",10.7,55418,Greenville County, South Carolina
650,0500000US45047,"Greenwood County, South Carolina",9.8,6774,Greenwood County, South Carolina
651,0500000US45051,"Horry County, South Carolina",14.9,52677,Horry County, South Carolina
652,0500000US45055,"Kershaw County, South Carolina",8.8,5772,Kershaw County, South Carolina
653,0500000US45057,"Lancaster County, South Carolina",9.4,9030,Lancaster County, South Carolina
654,0500000US45059,"Laurens County, South Carolina",15.3,10136,Laurens County, South Carolina
655,0500000US45063,"Lexington County, South Carolina",10.5,31065,Lexington County, South Carolina
656,0500000US45073,"Oconee County, South Carolina",8.9,7027,Oconee County, South Carolina
657,0500000US45075,"Orangeburg County, South Carolina",10.7,9095,Orangeburg County, South Carolina
658,0500000US45077,"Pickens County, South Carolina",8.6,10877,Pickens County, South Carolina
659,0500000US45079,"Richland County, South Carolina",9.6,37617,Richland County, South Carolina
660,0500000US45083,"Spartanburg County, South Carolina",9.7,30612,Spartanburg County, South Carolina
661,0500000US45085,"Sumter County, South Carolina",9.2,9352,Sumter County, South Carolina
662,0500000US45091,"York County, South Carolina",9.4,26236,York County, South Carolina
663,0500000US46099,"Minnehaha County, South Dakota",8.6,16434,Minnehaha County, South Dakota
664,0500000US46103,"Pennington County, South Dakota",11.0,12243,Pennington County, South Dakota
665,0500000US47001,"Anderson County, Tennessee",11.8,8981,Anderson County, Tennessee
666,0500000US47009,"Blount County, Tennessee",9.9,12961,Blount County, Tennessee
667,0500000US47011,"Bradley County, Tennessee",11.6,12362,Bradley County, Tennessee
668,0500000US47037,"Davidson County, Tennessee",11.4,78175,Davidson County, Tennessee
669,0500000US47059,"Greene County, Tennessee",12.7,8598,Greene County, Tennessee
670,0500000US47065,"Hamilton County, Tennessee",10.3,37345,Hamilton County, Tennessee
671,0500000US47093,"Knox County, Tennessee",8.4,39202,Knox County, Tennessee
672,0500000US47113,"Madison County, Tennessee",9.7,9406,Madison County, Tennessee
673,0500000US47119,"Maury County, Tennessee",9.1,8671,Maury County, Tennessee
674,0500000US47125,"Montgomery County, Tennessee",8.4,16390,Montgomery County, Tennessee
675,0500000US47141,"Putnam County, Tennessee",9.1,7214,Putnam County, Tennessee
676,0500000US47147,"Robertson County, Tennessee",8.5,6024,Robertson County, Tennessee
677,0500000US47149,"Rutherford County, Tennessee",9.0,29846,Rutherford County, Tennessee
678,0500000US47155,"Sevier County, Tennessee",15.0,14539,Sevier County, Tennessee
679,0500000US47157,"Shelby County, Tennessee",12.1,111728,Shelby County, Tennessee
680,0500000US47163,"Sullivan County, Tennessee",9.6,15047,Sullivan County, Tennessee
681,0500000US47165,"Sumner County, Tennessee",8.4,15829,Sumner County, Tennessee
682,0500000US47179,"Washington County, Tennessee",9.7,12349,Washington County, Tennessee
683,0500000US47187,"Williamson County, Tennessee",4.4,10575,Williamson County, Tennessee
684,0500000US47189,"Wilson County, Tennessee",7.2,10388,Wilson County, Tennessee
685,0500000US48005,"Angelina County, Texas",17.6,14979,Angelina County, Texas
686,0500000US48021,"Bastrop County, Texas",22.4,19386,Bastrop County, Texas
687,0500000US48027,"Bell County, Texas",15.0,50851,Bell County, Texas
688,0500000US48029,"Bexar County, Texas",16.9,332400,Bexar County, Texas
689,0500000US48037,"Bowie County, Texas",15.6,13599,Bowie County, Texas
690,0500000US48039,"Brazoria County, Texas",14.5,52328,Brazoria County, Texas
691,0500000US48041,"Brazos County, Texas",12.7,28504,Brazos County, Texas
692,0500000US48061,"Cameron County, Texas",30.0,126412,Cameron County, Texas
693,0500000US48085,"Collin County, Texas",11.1,114528,Collin County, Texas
694,0500000US48091,"Comal County, Texas",10.0,15486,Comal County, Texas
695,0500000US48099,"Coryell County, Texas",11.9,6986,Coryell County, Texas
696,0500000US48113,"Dallas County, Texas",22.9,600318,Dallas County, Texas
697,0500000US48121,"Denton County, Texas",11.7,103230,Denton County, Texas
698,0500000US48135,"Ector County, Texas",21.8,35973,Ector County, Texas
699,0500000US48139,"Ellis County, Texas",16.3,30021,Ellis County, Texas
700,0500000US48141,"El Paso County, Texas",22.2,180847,El Paso County, Texas
701,0500000US48157,"Fort Bend County, Texas",13.4,107860,Fort Bend County, Texas
702,0500000US48167,"Galveston County, Texas",14.2,47974,Galveston County, Texas
703,0500000US48181,"Grayson County, Texas",19.5,26279,Grayson County, Texas
704,0500000US48183,"Gregg County, Texas",19.8,23971,Gregg County, Texas
705,0500000US48187,"Guadalupe County, Texas",13.5,22154,Guadalupe County, Texas
706,0500000US48201,"Harris County, Texas",22.4,1048228,Harris County, Texas
707,0500000US48203,"Harrison County, Texas",17.8,11733,Harrison County, Texas
708,0500000US48209,"Hays County, Texas",13.6,31004,Hays County, Texas
709,0500000US48213,"Henderson County, Texas",20.1,16397,Henderson County, Texas
710,0500000US48215,"Hidalgo County, Texas",32.2,276779,Hidalgo County, Texas
711,0500000US48231,"Hunt County, Texas",15.2,14813,Hunt County, Texas
712,0500000US48245,"Jefferson County, Texas",20.4,48711,Jefferson County, Texas
713,0500000US48251,"Johnson County, Texas",18.3,31638,Johnson County, Texas
714,0500000US48257,"Kaufman County, Texas",13.4,18075,Kaufman County, Texas
715,0500000US48291,"Liberty County, Texas",22.3,18136,Liberty County, Texas
716,0500000US48303,"Lubbock County, Texas",14.0,42985,Lubbock County, Texas
717,0500000US48309,"McLennan County, Texas",13.1,33136,McLennan County, Texas
718,0500000US48329,"Midland County, Texas",16.0,27999,Midland County, Texas
719,0500000US48339,"Montgomery County, Texas",13.8,83336,Montgomery County, Texas
720,0500000US48347,"Nacogdoches County, Texas",13.0,8392,Nacogdoches County, Texas
721,0500000US48355,"Nueces County, Texas",17.5,62571,Nueces County, Texas
722,0500000US48361,"Orange County, Texas",13.6,11213,Orange County, Texas
723,0500000US48367,"Parker County, Texas",14.0,19779,Parker County, Texas
724,0500000US48375,"Potter County, Texas",23.9,26514,Potter County, Texas
725,0500000US48381,"Randall County, Texas",8.5,11632,Randall County, Texas
726,0500000US48397,"Rockwall County, Texas",12.5,13067,Rockwall County, Texas
727,0500000US48409,"San Patricio County, Texas",14.5,9529,San Patricio County, Texas
728,0500000US48423,"Smith County, Texas",17.0,39217,Smith County, Texas
729,0500000US48439,"Tarrant County, Texas",16.7,347813,Tarrant County, Texas
730,0500000US48441,"Taylor County, Texas",17.2,22527,Taylor County, Texas
731,0500000US48451,"Tom Green County, Texas",12.3,14030,Tom Green County, Texas
732,0500000US48453,"Travis County, Texas",14.1,178539,Travis County, Texas
733,0500000US48469,"Victoria County, Texas",19.9,18078,Victoria County, Texas
734,0500000US48471,"Walker County, Texas",10.2,6214,Walker County, Texas
735,0500000US48479,"Webb County, Texas",28.7,78809,Webb County, Texas
736,0500000US48485,"Wichita County, Texas",15.1,17957,Wichita County, Texas
737,0500000US48491,"Williamson County, Texas",10.0,58877,Williamson County, Texas
738,0500000US48497,"Wise County, Texas",19.2,13274,Wise County, Texas
739,0500000US49005,"Cache County, Utah",5.4,6935,Cache County, Utah
740,0500000US49011,"Davis County, Utah",7.5,26236,Davis County, Utah
741,0500000US49035,"Salt Lake County, Utah",10.2,117935,Salt Lake County, Utah
742,0500000US49045,"Tooele County, Utah",12.3,8849,Tooele County, Utah
743,0500000US49049,"Utah County, Utah",8.4,52943,Utah County, Utah
744,0500000US49053,"Washington County, Utah",14.4,25354,Washington County, Utah
745,0500000US49057,"Weber County, Utah",9.1,23352,Weber County, Utah
746,0500000US50007,"Chittenden County, Vermont",3.2,5170,Chittenden County, Vermont
747,0500000US51003,"Albemarle County, Virginia",4.0,4274,Albemarle County, Virginia
748,0500000US51013,"Arlington County, Virginia",5.6,12898,Arlington County, Virginia
749,0500000US51015,"Augusta County, Virginia",7.5,5299,Augusta County, Virginia
750,0500000US51019,"Bedford County, Virginia",5.2,4127,Bedford County, Virginia
751,0500000US51041,"Chesterfield County, Virginia",8.7,30474,Chesterfield County, Virginia
752,0500000US51059,"Fairfax County, Virginia",8.5,95768,Fairfax County, Virginia
753,0500000US51061,"Fauquier County, Virginia",9.7,6861,Fauquier County, Virginia
754,0500000US51069,"Frederick County, Virginia",7.5,6633,Frederick County, Virginia
755,0500000US51085,"Hanover County, Virginia",4.5,4856,Hanover County, Virginia
756,0500000US51087,"Henrico County, Virginia",6.8,22367,Henrico County, Virginia
757,0500000US51095,"James City County, Virginia",2.5,1897,James City County, Virginia
758,0500000US51107,"Loudoun County, Virginia",4.7,19236,Loudoun County, Virginia
759,0500000US51121,"Montgomery County, Virginia",5.7,5542,Montgomery County, Virginia
760,0500000US51153,"Prince William County, Virginia",11.3,52336,Prince William County, Virginia
761,0500000US51161,"Roanoke County, Virginia",5.2,4843,Roanoke County, Virginia
762,0500000US51165,"Rockingham County, Virginia",8.4,6886,Rockingham County, Virginia
763,0500000US51177,"Spotsylvania County, Virginia",7.3,9839,Spotsylvania County, Virginia
764,0500000US51179,"Stafford County, Virginia",7.3,10737,Stafford County, Virginia
765,0500000US51199,"York County, Virginia",4.1,2659,York County, Virginia
766,0500000US51510,"Alexandria city, Virginia",8.3,12936,Alexandria city, Virginia
767,0500000US51550,"Chesapeake city, Virginia",7.6,17772,Chesapeake city, Virginia
768,0500000US51650,"Hampton city, Virginia",6.6,8428,Hampton city, Virginia
769,0500000US51680,"Lynchburg city, Virginia",8.4,6808,Lynchburg city, Virginia
770,0500000US51700,"Newport News city, Virginia",10.2,17296,Newport News city, Virginia
771,0500000US51710,"Norfolk city, Virginia",10.6,22479,Norfolk city, Virginia
772,0500000US51740,"Portsmouth city, Virginia",7.4,6525,Portsmouth city, Virginia
773,0500000US51760,"Richmond city, Virginia",11.6,26388,Richmond city, Virginia
774,0500000US51770,"Roanoke city, Virginia",9.4,9198,Roanoke city, Virginia
775,0500000US51800,"Suffolk city, Virginia",5.7,5148,Suffolk city, Virginia
776,0500000US51810,"Virginia Beach city, Virginia",6.4,27054,Virginia Beach city, Virginia
777,0500000US53005,"Benton County, Washington",8.2,16571,Benton County, Washington
778,0500000US53007,"Chelan County, Washington",12.5,9559,Chelan County, Washington
779,0500000US53009,"Clallam County, Washington",7.2,5451,Clallam County, Washington
780,0500000US53011,"Clark County, Washington",6.1,29557,Clark County, Washington
781,0500000US53015,"Cowlitz County, Washington",5.1,5617,Cowlitz County, Washington
782,0500000US53021,"Franklin County, Washington",18.2,16862,Franklin County, Washington
783,0500000US53025,"Grant County, Washington",13.4,13063,Grant County, Washington
784,0500000US53027,"Grays Harbor County, Washington",7.1,5135,Grays Harbor County, Washington
785,0500000US53029,"Island County, Washington",5.1,3963,Island County, Washington
786,0500000US53033,"King County, Washington",5.5,123372,King County, Washington
787,0500000US53035,"Kitsap County, Washington",4.9,12329,Kitsap County, Washington
788,0500000US53041,"Lewis County, Washington",7.0,5622,Lewis County, Washington
789,0500000US53045,"Mason County, Washington",6.0,3922,Mason County, Washington
790,0500000US53053,"Pierce County, Washington",6.5,57718,Pierce County, Washington
791,0500000US53057,"Skagit County, Washington",8.0,10154,Skagit County, Washington
792,0500000US53061,"Snohomish County, Washington",6.3,50762,Snohomish County, Washington
793,0500000US53063,"Spokane County, Washington",5.8,29522,Spokane County, Washington
794,0500000US53067,"Thurston County, Washington",5.3,15099,Thurston County, Washington
795,0500000US53073,"Whatcom County, Washington",6.8,15548,Whatcom County, Washington
796,0500000US53077,"Yakima County, Washington",13.9,34468,Yakima County, Washington
797,0500000US54003,"Berkeley County, West Virginia",8.7,10397,Berkeley County, West Virginia
798,0500000US54011,"Cabell County, West Virginia",9.3,8428,Cabell County, West Virginia
799,0500000US54033,"Harrison County, West Virginia",5.3,3492,Harrison County, West Virginia
800,0500000US54039,"Kanawha County, West Virginia",6.6,11650,Kanawha County, West Virginia
801,0500000US54061,"Monongalia County, West Virginia",4.4,4562,Monongalia County, West Virginia
802,0500000US54081,"Raleigh County, West Virginia",5.9,4209,Raleigh County, West Virginia
803,0500000US54107,"Wood County, West Virginia",5.4,4450,Wood County, West Virginia
804,0500000US55009,"Brown County, Wisconsin",5.9,15443,Brown County, Wisconsin
805,0500000US55025,"Dane County, Wisconsin",3.6,19555,Dane County, Wisconsin
806,0500000US55027,"Dodge County, Wisconsin",3.8,3214,Dodge County, Wisconsin
807,0500000US55035,"Eau Claire County, Wisconsin",8.1,8378,Eau Claire County, Wisconsin
808,0500000US55039,"Fond du Lac County, Wisconsin",4.0,4064,Fond du Lac County, Wisconsin
809,0500000US55055,"Jefferson County, Wisconsin",4.8,4030,Jefferson County, Wisconsin
810,0500000US55059,"Kenosha County, Wisconsin",8.1,13587,Kenosha County, Wisconsin
811,0500000US55063,"La Crosse County, Wisconsin",4.0,4713,La Crosse County, Wisconsin
812,0500000US55071,"Manitowoc County, Wisconsin",4.7,3717,Manitowoc County, Wisconsin
813,0500000US55073,"Marathon County, Wisconsin",6.1,8198,Marathon County, Wisconsin
814,0500000US55079,"Milwaukee County, Wisconsin",7.4,69420,Milwaukee County, Wisconsin
815,0500000US55087,"Outagamie County, Wisconsin",6.4,11839,Outagamie County, Wisconsin
816,0500000US55089,"Ozaukee County, Wisconsin",2.7,2357,Ozaukee County, Wisconsin
817,0500000US55097,"Portage County, Wisconsin",5.1,3562,Portage County, Wisconsin
818,0500000US55101,"Racine County, Wisconsin",6.2,11819,Racine County, Wisconsin
819,0500000US55105,"Rock County, Wisconsin",4.9,7890,Rock County, Wisconsin
820,0500000US55109,"St. Croix County, Wisconsin",3.1,2775,St. Croix County, Wisconsin
821,0500000US55117,"Sheboygan County, Wisconsin",4.9,5535,Sheboygan County, Wisconsin
822,0500000US55127,"Walworth County, Wisconsin",6.1,6318,Walworth County, Wisconsin
823,0500000US55131,"Washington County, Wisconsin",4.5,6083,Washington County, Wisconsin
824,0500000US55133,"Waukesha County, Wisconsin",3.0,12034,Waukesha County, Wisconsin
825,0500000US55139,"Winnebago County, Wisconsin",5.2,8631,Winnebago County, Wisconsin
826,0500000US55141,"Wood County, Wisconsin",3.1,2258,Wood County, Wisconsin
827,0500000US56021,"Laramie County, Wyoming",7.4,7063,Laramie County, Wyoming
828,0500000US56025,"Natrona County, Wyoming",12.2,9652,Natrona County, Wyoming
829,0500000US72013,"Arecibo Municipio, Puerto Rico",7.6,6202,Arecibo Municipio, Puerto Rico
830,0500000US72021,"Bayamón Municipio, Puerto Rico",8.6,14181,Bayamón Municipio, Puerto Rico
831,0500000US72025,"Caguas Municipio, Puerto Rico",7.3,9022,Caguas Municipio, Puerto Rico
832,0500000US72031,"Carolina Municipio, Puerto Rico",9.8,14295,Carolina Municipio, Puerto Rico
833,0500000US72061,"Guaynabo Municipio, Puerto Rico",6.4,5339,Guaynabo Municipio, Puerto Rico
834,0500000US72097,"Mayagüez Municipio, Puerto Rico",5.3,3733,Mayagüez Municipio, Puerto Rico
835,0500000US72113,"Ponce Municipio, Puerto Rico",5.2,6662,Ponce Municipio, Puerto Rico
836,0500000US72127,"San Juan Municipio, Puerto Rico",10.2,32069,San Juan Municipio, Puerto Rico
837,0500000US72135,"Toa Alta Municipio, Puerto Rico",6.2,4477,Toa Alta Municipio, Puerto Rico
838,0500000US72137,"Toa Baja Municipio, Puerto Rico",7.9,5838,Toa Baja Municipio, Puerto Rico
839,0500000US72139,"Trujillo Alto Municipio, Puerto Rico",6.1,3846,Trujillo Alto Municipio, Puerto Rico
